Call_ID,Raw Transcripts,Preprocessed Transcripts
Yeah, I read that I could send an SMS to your toll free number and the insurance amount would be reflected in my account.
I'm really sorry Sir, but that would not be the right way to claim you would have to call the toll free number and request for the claim and once your request is recorded the claim will take 12 hours to process.
May I know where have you mentioned these things and why I was not aware of this.
So if uh have you enrolled SVR agent?
Uh yeah, they usually.
Uh this is given uh I'm sure they would have given you with respect to this all the required information is usually present on that and it's not that you could always visit our website and you could see the same information there as well.
OK fine.
Is there anything else that I may assist you with?
No, I think that would be.
All right, so thank you for calling HTS Pleasant Day.","['good', 'young', 'star', 'super', 'premium', 'insurance', 'policy', 'payment', 'term', 'claim', 'response', 'apologize', 'inconvenience', 'purpose', 'policy_number', 'greg', 'policy_number', 'moment', 'payment', 'know', 'claim', 'insurance', 'read', 'send', 'toll_free', 'number', 'insurance', 'reflect', 'account', 'sorry', 'right', 'claim', 'toll_free', 'number', 'request', 'claim', 'request', 'record', 'claim', 'hour', 'process', 'know', 'mention', 'thing', 'aware', 'enrol', 'agent', 'usually', 'respect', 'required', 'information', 'usually', 'present', 'visit', 'website', 'information', 'fine', 'assist', 'think', 'right', 'pleasant']"

1269242652,"Good afternoon welcome to HDFC Life Insurance? How can I help you today?
Good morning, I would like to take a cancer care plan. Can you know I hope it will be processed full with you?
I can process the your registration. Uh I would like to know a few things I would like to have some information about you to process the uh registration.
Uh so starting with May, I know your full name and your mobile number please.
Yeah, my name is Alexa and mobile number is 1234.
Thank you, ma'am, uh going for the uh may I please know you other garden pan card details please.
Yeah, my other card number is 8123456.
And my part number is I didn't remember but I'll guess uh it would be a WL NP123.
Thank you for that information man, now coming to our plan, ma'am, Uhm May. I know which which type of plan are you looking for silver, gold or platinum.
I wanted to go for a gold.
Okey Mann and uh what should uh what should I give as the policy term uh uh.
.
Oh firstly I wanted to know the what is the premium I need to pay a can you tell me the amount?
OK, ma'am, uh so the payment. We have 2 payment modes in one time a nearly depending on which one you choose the pay premium would vary accordingly.
OK.","['good', 'welcome', 'life', 'insurance', 'help', 'today', 'good', 'cancer', 'care', 'plan', 'know', 'hope', 'process', 'process', 'registration_uh', 'know', 'thing', 'information', 'process', 'registration_uh', 'start', 'know', 'mobile_number', 'mobile_number', 'know', 'garden', 'card', 'card', 'number', 'number', 'remember', 'guess', 'information', 'come', 'plan', 'know', 'type', 'plan', 'look', 'silver', 'gold', 'platinum', 'want', 'gold', 'okey', 'mann', 'policy', 'term', 'firstly', 'want', 'know', 'premium', 'need', 'payment', 'payment', 'mode', 'time', 'nearly', 'depend', 'choose', 'premium', 'vary', 'accordingly']"

1274672835,"Good morning. Welcome to DC life insurance how may I help you.
Today, Oh Hi Good morning. Actually, I would like to take a health insurance plan. In that particularly I wanted to take a easy health plan could you process the application? I hope it possible?
Yes, ma'am, it is possible uh I would need a few details of yours to process the registration.
OK, so to start with May. I know your full name and your date of birth.
Please yeah, my full name is Alexa and my date of birth is 27 Seven 1994.
Pokémon uh now may I please know you have registered mobile the mobile number that you would like to register.
The mobile number is 12345.
Okey Mann Uh now may I please know your other garden Vanguard details.
W LN123.
So.
Uh and Vanguard.
XYZ234.
OK, thank you very much for your information. Uh one last question, ma'am uh? How would you like the payment mode to be one time or?
Yearly yeah, I would like to pay with yearly that would be the best plan in my thing.
OK so for yearly you would have to pay a premium of ₹2000 and you'll get the maximum benefit of 4 like rupees.
Process application.
Uh processing.","['welcome', 'life', 'insurance', 'help', 'today', 'actually', 'health', 'insurance', 'plan', 'particularly', 'want', 'easy', 'health', 'plan', 'process', 'application', 'hope', 'possible', 'possible', 'need', 'process', 'registration', 'start', 'know', 'date', 'birth', 'date', 'birth', 'seven', 'pokémon', 'know', 'register', 'mobile', 'mobile_number', 'register', 'mobile_number', 'okey', 'mann', 'know', 'garden', 'vanguard', 'vanguard', 'information', 'question', 'payment', 'mode', 'time', 'yearly', 'yearly', 'good', 'plan', 'thing', 'yearly', 'premium', 'maximum', 'benefit', 'rupee', 'process', 'application', 'process']"

1322284147,"Good afternoon this is Alex uh? How may I help you today.
Good afternoon, uh actually I have a HDFC life pension Superbowl, plus plan. But I have a completed my term, but I didn't receive any amount bildet actually it would be a refunded in a 10 working days, but it should be have in one month I didn't getting any amount.
OK, mom, so can I have your a policy number and name for that.
It's 4567 and my name is Alexa.
OK, just let me look.
OK, so I can see you're a policy tan ended one month ago.
I need to say that your check has been dispatched.
Also.
Probably would be like.
This.
I can't help you with that because, like here on my screen. It is showing that your check has been displayed. You need to get in touch with your agent for this.
Morning, who might need to contact.
OK, Mommy if he's not responding you need to put a Mail to hdfclife.com.
Uh an maybe somebody will resolve your problem.
OK, thank you then.
OK Mom is there anything you need.
OK man thank you.","['help', 'today', 'actually', 'life', 'pension', 'superbowl', 'plus', 'plan', 'complete', 'term', 'receive', 'bildet', 'actually', 'refund', 'work', 'month', 'policy', 'number', 'look', 'policy', 'month', 'need', 'check', 'dispatch', 'probably', 'help', 'screen', 'check', 'display', 'need', 'touch', 'agent', 'need', 'contact', 'mommy', 'respond', 'need', 'mail', 'hdfclife', 'maybe', 'somebody', 'resolve', 'problem', 'need']"

1344343262,"Afternoon HDFC life.
This is Alex how.
May I help you today.
Alex I'm facing with uh some problem. I have your policy in unit linked plan, but my my grace.
Period was
Not expired but it showing like my policy was labs. I got a notification from my SMS. I don't know why it is happening. Can I know the reason please?
Pokémon, but please may I have your name and policy number before that.
Yeah, my name is Angel and my policy number is BC 45678 K.
Just give me a moment, ma'am.
Pokémon as I can see on my screen.
You have not made the policy payment until now, Watt you saying.
I'm I'm I I have.
Your regular thing.
I'll I'll pay the inner regularly in every month.
No member you have not paid anything for this month and it's your grace period is going on.
But I'm not sure if it you are. It is here. It is not showing that your policies lapsed also.
OK have you miss it but I I?
Don't know how come it come it may become from you only who Mail.
Sent to me, your your policy is going to be last, and everything will does that.
Remember you have not made your payment, so maybe it is a reminder that you know your policy is going to lapse. Did you check the message properly? It happens, you need to send a message like you're not?
Paying something amount why or why you send a message like your policies labs and.
Why you're hoping that you will?
Give a good services but I don't know why you're giving this bad this kind of services.
That I see I said.
They will give a very good services based on the everything but I'm not satisfying anything from you guys.
Inconvenience ma'am uh.
I I can I don't know if I can handle?","['life', 'help', 'today', 'face', 'problem', 'policy', 'unit', 'link', 'plan', 'grace_period', 'expire', 'like_policy', 'notification', 'know', 'happen', 'know', 'reason', 'pokémon', 'policy_number', 'angel', 'policy_number', 'moment', 'pokémon', 'screen', 'policy', 'payment', 'watt', 'regular', 'thing', 'inner', 'regularly', 'month', 'member', 'month', 'grace_period', 'policy', 'lapse', 'miss', 'know', 'come', 'come', 'mail', 'send', 'policy', 'remember', 'payment', 'maybe', 'reminder', 'know', 'policy', 'lapse', 'check', 'message', 'properly', 'happen', 'need', 'send', 'message_like', 'send', 'message_like', 'policy', 'hope', 'good_service', 'know', 'kind', 'service', 'good_service', 'base', 'satisfy', 'inconvenience', 'know', 'handle']"

1357347108,"Good afternoon and welcome to HDFC insurance? How can I help you?
Hi my name is Sky on my policy number is 85762. Uh I wanted to know you know, I paid my premium on time and I still am getting SMS is emails that you know that my payment is pending.
Show mam, please give me a minute moment, please.
OK, ma'am, as I can see on my system only the premium of the month of January has not been paid.
What are you telling me I have created yesterday itself?
May I kindly know what time was the payment made I guess 12:30 am I think so. Sure, OK. I'm not an issue. Uh actually uh it takes about around about 12 hours for the payment to get updated on the systems. So uh if you have paid it yesterday. You can kindly ignore the message that you received today.
You sure right, I don't wanna keep calling again, and again. Yes, ma'am, you would receive a confirmation message regarding payment in 12 hours of the payment OK fine.
Is there anything else? I can help you with math? I don't think so OK? Thank you for calling HDFC life have a pleasant day.
Sure.","['good', 'welcome', 'insurance', 'help', 'policy', 'number', 'want', 'know', 'know', 'premium', 'time', 'email', 'know', 'payment', 'pende', 'minute', 'moment', 'premium', 'month', 'january', 'create', 'yesterday', 'kindly', 'know', 'time', 'payment', 'guess', 'think', 'issue', 'actually', 'hour', 'payment', 'update', 'yesterday', 'kindly', 'ignore', 'message', 'receive', 'today', 'right', 'wanna', 'receive', 'confirmation', 'message', 'regard', 'payment', 'hour', 'payment', 'fine', 'help', 'math', 'think', 'life', 'pleasant']"

1444129832,"Hello mom, this is Alexa how may I help you.
Hi Alexa,
Can I uh sorry? I wanted to convert my term life policy to a whole life insurance?
Yes, ma'am.
You can convert it easily.
All of the term policies.
We sell it HDFCR convertible 2 permanent insurance also called the whole life insurance at anytime.
You can.
Change ma'am that's not a problem.
All right uh.
So I would like to change my policy time. Uh could you tell me the process? How do I convert that and also do I need to come to the office for this or?
Is there any other possibility?
Uh it's not.
Required man you can.
We can.
Process it remotely also.
You can do it online if you don't want that please tell.
Me your policy number, name, and how much premium you want to pay for the whole life policy.
I will.
Do directly that's another problem.
Oh, that's really great uh one seck.
Oh, OK, my policy number is B4567Q.
And my name.
Is Skype?
OK, how much you want to.
Pay the premium amount uh.
I think I'll pay 20,000 per month.
Yeah, OK, ma'am, uh, Please wait a minute, it's processing.
Oh.
OK.
I mean when you will get some.
Notification also that will uh stage that you are a successfully conversion from term to life insurance policy.
Oh.
OK uh just wait a minute man.
Thanks for waiting the.
Convergence in Dunmore successfully you will get a in notification Mail in it, 2 three.
Oh, that's cool.","['hello', 'help', 'sorry', 'want', 'convert', 'term', 'life_policy', 'life_insurance', 'convert', 'easily', 'term', 'policy', 'sell', 'hdfcr', 'convertible', 'permanent', 'insurance', 'life_insurance', 'anytime', 'change', 'problem', 'right', 'change', 'policy', 'time', 'process', 'convert', 'need', 'come', 'office', 'possibility', 'require', 'process', 'remotely', 'online', 'want', 'policy_number', 'premium', 'want', 'life_policy', 'directly', 'problem', 'great', 'seck', 'oh_ok', 'policy_number', 'skype', 'want', 'premium', 'think', 'month', 'wait', 'minute', 'processing', 'oh_ok', 'mean', 'notification', 'stage', 'successfully', 'conversion', 'term', 'life_insurance', 'policy', 'oh_ok', 'wait', 'minute', 'wait', 'convergence', 'dunmore', 'successfully', 'notification', 'mail', 'cool']"

1452472041,"Good afternoon.
Atfc life customer care this is Alex how may I help you today.
I was reading about your pension plus plan could you please tell me what that is.
Yeah, sure man please. Can I have your name and mobile number before that.
Sure, my name is Sky an my mobile number is 5432168.
OK, ma'am.
So my uh.
We have multiple pension plans, but you are sure you want to only know about the HDFC life personal pension plus plan.
Yes, I want the pension plus plan.
So the pension plus plan is a non link participating pension plan.
In this plan uh you get uh.
0 allocation charges.
Flexible premium payments an frequencies tax benefits death benefits westing benefits.
Uh.
You.
Have uh?
Multiple options to pay your premiums like annual half yearly quarterly and monthly.
There is a minimum installment premium.
Ano conversion factor.
Oh, OK, So what would you suggest should I go quarterly monthly or annually for the premium payment?
This totally depends on the income that you are making and.
Uh.
I usually suggest the quarterly plan.
But I don't usually.","['good', 'atfc', 'life', 'customer', 'care', 'help', 'today', 'read', 'pension_plus', 'plan', 'mobile_number', 'mobile_number', 'multiple', 'pension_plan', 'want', 'know', 'life', 'personal', 'pension_plus', 'plan', 'want', 'pension_plus', 'plan', 'pension_plus', 'plan', 'link', 'participate', 'pension_plan', 'plan', 'allocation', 'charge', 'flexible', 'premium_payment', 'frequency', 'benefit', 'death', 'benefit', 'weste', 'benefit', 'multiple', 'option', 'premium', 'annual', 'half', 'yearly', 'quarterly', 'monthly', 'minimum', 'installment', 'premium', 'conversion', 'factor', 'suggest', 'quarterly', 'monthly', 'annually', 'premium_payment', 'totally', 'depend', 'income', 'usually', 'suggest', 'quarterly', 'plan', 'usually']"

1512604259,"Oh hello this is Alexa HDFC life? How may I help?
You.
Hi I wanted to know about your term plan uh the protect plus plan.
Can you please give me some information about it?
Oh, this is.
HR cover options like life option extra life option and income option and income plus plan.
This is like uh the death benefit is.
Higher of 125% of a single premium are some measured for plans.
And it if you have some.
Good opportunities in this you get a 50% off for some measured can be increased in the first marriage and 25% of us are measured can be increased. This HDLC term plan.
For this you have a?
3 car 3 types of uh eligibility criteria for.
Age.
Saint Regis.
Minimum of 18 years and the majority is like 2828 years you.
Should pay the?
Money for the policy like a 10 years minimum and maximum is 40.
Years you will get.
Some measure of 25 legs with no limit it will get directly for you.
Please can you also tell me about the premium payment frequency other premium frequency is like you can tell a you you can pay with a monthly.
Or quarterly or half yearly or yearly also we have a 4 options.
How much will be the premium amount before yearly premium is like yearly for 24,000 half yearly is?
12,000 and quarterly 6000 month lease 2000.
OK, so please can you get me in touch with one of your agents?","['hello', 'life', 'help', 'want', 'know', 'term_plan', 'protect', 'plus_plan', 'information', 'cover', 'option', 'life_option', 'extra', 'life_option', 'income', 'option', 'income', 'plus_plan', 'death', 'benefit', 'high', 'single', 'premium', 'measure', 'plan', 'good', 'opportunity', 'measure', 'increase', 'marriage', 'measure', 'increase', 'hdlc', 'term_plan', 'type', 'eligibility', 'criterion', 'saint', 'regis', 'minimum', 'year', 'majority', 'year', 'money', 'policy', 'year', 'minimum', 'maximum', 'year', 'measure', 'limit', 'directly', 'premium', 'payment', 'frequency', 'premium', 'frequency', 'monthly', 'quarterly', 'half_yearly', 'yearly', 'option', 'premium', 'yearly', 'premium', 'yearly', 'half_yearly', 'quarterly', 'month', 'lease', 'touch', 'agent']"

1515918096,"Welcome to HDFC my name is Alexa how may I help you.
Yeah, Hi Alexa, uh actually I am looking for a term platform insurance plan, an I have come across your project 3D plus plan could you please help me with some information on that? Yeah, sure Oh Oh?
Name under date of birth.
My name is Enzo and my date of birth is a 12 September 1995.
We have a lot of options in this, I'll tell you the main options would you offer this is like a extra life option? Is there income option and extra life income option and income replacement option also uh and you can go for anything or if you go for a project 3D place you can offer 9 options also.
OK. May I know the eligibility criteria for this please.
Minimum is 18 years and the maximum is 65 years. You can go further maturity is port 23 a Rs also OK. Thank you and.
Uh.
What is the premium amount I have to pay? Yes, you have to pay the premium amount it they have a single payment and monthly and uh a quarterly and yearly also so you get a minimum of 2000. One 884 and the maximum of 4. Like something it for like a 4279 and this is like A.
Run some.","['welcome', 'help', 'actually', 'look', 'term', 'platform', 'insurance', 'plan', 'come', 'project_d', 'plus', 'plan', 'help', 'information', 'date', 'birth', 'enzo', 'date', 'birth', 'september', 'option', 'main', 'option', 'offer', 'extra_life', 'option', 'income_option', 'extra_life', 'income_option', 'income', 'replacement', 'option', 'project_d', 'place', 'offer', 'option', 'know', 'eligibility', 'criterion', 'minimum', 'year', 'maximum', 'year', 'maturity', 'port', 'premium', 'premium', 'single', 'payment', 'monthly', 'quarterly', 'yearly', 'minimum', 'maximum']"

1522016959,"Good morning, HDFC Life customer care. This is Alex how may I help you today.
Hi Alex I am really upset of I have invested in the.
Unit link plans other retirement unit link plan and then uh it, said that it has zero allocation charge. But then these guys have deducted or 2000 bucks for the allocation charges could you please help me out?
Yeah, sure I'll help you with that mam please. May I know your complete name and policy number.
Yeah, my name is just ceyenne my policy number is 82345.
Give me a second mom.
OK, ma'am, as I can see you have the HDFC Life Retirement Unit Link plan.
Uh.
Pokémon, but here it's not showing me that uh.
You have been charged any allocation charges since the plan has a 0 allocation benefits. So do you have a male for that or something any builds that you paid?
Yes, ma'am, if you can send it to me right now.
Yeah, I have sent it can you please check in can you please help me out?
Yeah, I can see it updated on the portal. Let me just check.
OK, yeah, so yeah, you paid ₹2000 for.
Pokémon so you don't need to worry about that. I'll get this problem resolved and make sure that these ₹2000 is refunded to you.
Yeah, sure right.
It will happen within 2 days.
That's wonderful thank you.
Is there anything else that I can do for you mom?
So much.
OK mom have a good day.
Yeah.","['good', 'customer', 'care', 'help', 'today', 'upset', 'invest', 'unit_link', 'plan', 'retirement_unit', 'link_plan', 'zero', 'allocation_charge', 'deduct', 'buck', 'allocation_charge', 'help', 'help', 'know', 'complete', 'policy_number', 'ceyenne', 'policy_number', 'second', 'retirement_unit', 'link_plan', 'pokémon', 'charge', 'allocation_charge', 'plan', 'allocation', 'benefit', 'male', 'build', 'send', 'right', 'send', 'check', 'help', 'update', 'portal', 'check', 'pokémon', 'need', 'worry', 'problem', 'resolve', 'refund', 'right', 'happen', 'wonderful', 'good']"

1550189214,"Graph noon, HTC customer care this is Alex how may I help you today.
Good afternoon, I would like to know the pension plus plan. Can you suggest me how out through the terms and conditions and water the benefit you?
Have.
OK mom, please may I have your name and mobile number before that.
My name is Alexa.
And my Phone number is 99.
12345678.
OK mom, so you want to know about the HDFC life pension plus band right.
OK mom, so let me start by telling you the premium amount.
So the annual premium if you pay, it is 24,000. Four half yearly. It is 12,000 quarterly 6000 and monthlies 2000. The plan has vesting benefits dead benefits.
An it gives.
Access benefit payouts if the product is purchased as a QROPS that is a qualifying recognised overseas pension scheme.
Also, the minimum entry ages 18 years, the maximum is 65.
Agent westing should be minimum 55 and maximum 75.
OK, how can I pay that have all you need a?
Uh breakages like a monthly yearly quarterly the.
Cycle.
Yeah, mom, so I told you right uh there is annual half yearly quarterly and monthly payment options.
OK uh how much the benefit I'll get if I pay with the ₹24,000.
So ma'am policy fee, but installment will be only ₹200.
And uh there will be additional tax benefits if you choose the.","['graph', 'noon', 'customer', 'care', 'help', 'today', 'good', 'know', 'pension_plus', 'plan', 'suggest', 'term', 'condition', 'water', 'benefit', 'mobile', 'number', 'phone', 'number', 'want', 'know', 'life', 'pension_plus', 'band', 'right', 'start', 'premium', 'annual', 'premium', 'half_yearly', 'quarterly', 'monthly', 'plan', 'vest', 'benefit', 'dead', 'benefit', 'access', 'benefit', 'payout', 'product', 'purchase', 'qrops', 'qualifying', 'recognise', 'overseas', 'pension', 'scheme', 'minimum', 'entry', 'year', 'maximum', 'agent', 'westing', 'minimum', 'maximum', 'need', 'breakage', 'monthly', 'yearly_quarterly', 'cycle', 'right', 'annual', 'half_yearly', 'quarterly', 'monthly', 'payment', 'option', 'benefit', 'policy', 'installment', 'additional', 'benefit', 'choose']"

1680986715,"Good afternoon and welcome to HDFC insurance? How can I help you?
I wanted to resist to further cancel care plan. Coke and I uh could you please tell me what is the premium I need to pay?
Sure, ma'am may I know your full name and mobile number please.
My name is Alexa and my Phone number is 1234.
Thank you, ma'am, so for the cancer cancer care plan, ma'am.
Uh.
There are 2 payment modes that we have one is one time in one second is early, so, based based on the payment mode, you choose the premium would vary accordingly.
Only.
OK so for single payment. Uh you would have to uh pay a premium of one like ₹22,000.
And if you choose to pour.
A.
Yearly payment, then you would have to pay.
A.","['good', 'welcome', 'insurance', 'help', 'want', 'resist', 'cancel', 'care_plan', 'coke', 'premium', 'need', 'know', 'mobile', 'number', 'phone', 'number', 'cancer', 'cancer', 'care_plan', 'payment_mode', 'time', 'second', 'early', 'base', 'base', 'payment_mode', 'choose', 'premium', 'vary', 'accordingly', 'single', 'payment', 'premium', 'choose', 'pour', 'yearly', 'payment']"

1692229584,"Good afternoon, HDFC Life customer care. This is Alex how may I help you today.
Actually, I have your problem no, I I I would like to change that. My I have a unit linked plan and I wanted to change the premium payment frequency from yearly to quarterly but I I didn't. I have a a Mail for them. In is in a week before but I didn't get anything.
OK then please may I know your policy number and name before that.
Yeah, my policy number is busy for 5678K.
OK mom, please can I have your name?
My name is Angel.
Just give me a moment, ma'am.
OK, well, I'm here, but mom. I don't see any request from your side that you have to change your a premium payment frequency please.
Don't say anything.
I'm I'm contacting.
With you guys from 3 weeks daily they?
Would you want you won't even pick up my Phone also I'm fed up with your?
Services I don't want to say.
So you don't want to change my.
Premium frequency so I'll go with ICS.","['good', 'life', 'customer', 'care', 'help', 'today', 'actually', 'problem', 'change', 'unit', 'link', 'plan', 'want', 'change', 'premium_payment', 'frequency', 'yearly', 'quarterly', 'mail', 'week', 'know', 'policy_number', 'policy_number', 'busy', 'angel', 'moment', 'request', 'change', 'premium_payment', 'frequency', 'contact', 'week', 'daily', 'want', 'pick', 'phone', 'feed', 'service', 'want', 'want', 'change', 'premium', 'frequency']"

1705392594,"Good afternoon HDFC.
Life my name is Kyle how may I help?
You.
I had purchased HDFC Life Young Star Insurance and wanted to know how to pay the premiums.
Shasa I will help you.
But before that could I please have your full name and your policy number.
Yeah, my name is Martin.
And my policy number is.
15432.
Sure, so just give me a moment.
Have you already registered online with HDFC life?
No, I haven't. But I do not have time since I have already crossed the day to pay my premium.
Sure, so it's not an issue, the policy premium can also be paid via.
Net banking credit card or a debit card with pin.
Oh, that's wonderful I will make the payment via net banking, then thank you so much.
Not an issue so uh but for future premium payments do kindly register online with HDFC life or hassle free.
Payment.
Sure also one more thing while paying their net banking what do I mention in the remarks.
So you could just mention your policy number maybe.
OK, so then thank you.
Is there anything else that I can assist you with?
No, that's it.
Are you sure Sir?
Yeah, I'm pretty sure.
Thank you for calling a CFC lives.
Have a pleasant day.","['good', 'kyle', 'help', 'purchase', 'young', 'star', 'insurance', 'want', 'know', 'premium', 'shasa', 'help', 'policy_number', 'martin', 'policy_number', 'moment', 'register_online', 'time', 'cross', 'premium', 'issue', 'policy', 'premium', 'net_banking', 'credit', 'card', 'debit', 'card', 'wonderful', 'payment', 'net_banking', 'issue', 'future', 'premium', 'payment', 'kindly', 'register_online', 'hassle', 'free', 'payment', 'thing', 'net_banking', 'mention', 'remark', 'mention', 'policy_number', 'maybe', 'assist', 'pretty', 'life', 'pleasant']"

1718809995,"Welcome to HDFC life.
My name is Kai how may I help you.
Hi my name is Angel on my policy number is.
87897.
Yes, ma'am, how may I help you I wanted to submit the documents.
For the HDFC like Click to invest plan.
I wanted to know how that needs to be submitted show mom.
I will definitely assist assist you with that.
Uh so you.
Can write to us?
At online query at HDFC life dot in.
Or callers on.
Our toll free number 18002660315.
OK uh is very pickup service for the document so.
That they can be collected from my place.
Yes, ma'am, uh for that are representative.
Will definitely come and collect your documents at your place?
Or you will have to write a Mail stating your request along with your address or you can mention the same request and the address.
Over the Phone call on the toll free number who is.
It very uh difficult process, I can say that I see. I see provides this service without having to call or email. The process for applying for insurance is so much easier.
I really apologize for that.
Man, but this is our procedure which.
Needs to be followed for the request for document pick up.
Fine, but this is just too much work if I was so busy but I have to do this.
Shouldn't need veto uh do?
It quickly sorry mam, I apologize but this is the only way.
Go.
OK, OK can be done.
Uh is there anything else, I can help you with no I don't think so.
Sure, man. Thank you for calling HTS see have a very pleasant day.","['welcome', 'help', 'angel', 'policy', 'number', 'yes_madam', 'help', 'want', 'submit', 'document', 'click', 'invest', 'plan', 'want', 'know', 'need', 'submit', 'definitely', 'assist', 'assist', 'write', 'online', 'query', 'caller', 'toll_free', 'number', 'pickup', 'service', 'document', 'collect', 'place', 'yes_madam', 'representative', 'definitely', 'come', 'collect', 'document', 'place', 'write', 'mail', 'state', 'request', 'address', 'mention', 'request', 'address', 'phone', 'toll_free', 'number', 'difficult', 'process', 'provide', 'service', 'email', 'process', 'apply', 'insurance', 'easy', 'apologize', 'procedure', 'need', 'follow', 'request', 'document', 'pick', 'fine', 'work', 'busy', 'need', 'veto', 'quickly', 'sorry', 'apologize', 'help', 'think', 'pleasant']"

1736390336,"Welcome to a GMC life my name is Kyle how may help you.
Yeah, hi. I wanted to know How do I check my Phone value of my policy for the child insurance?
Out I'm sorry, so could you please be specific as to which child insurance?
Yeah, I'm looking for the young star Super Premium.
May I please know your full name and policy number.
Yeah, my name is Craig and my policy number is the F626.
Yes. Could you please give me a moment?
So you can check the fund value of your policy under the policy summary section of my account.
Uh I have not registered online is there any way other way.
On the move facility.
Why do guys have so many registration process is icy ACA insurance does not have so many resident procedures can you please tell me an easy way out in this.
This is just a one time registration process and you do not have to do anything post that and you would be getting continuous updates.
Fine. I'll do that then.
You could also register for this service by typing Reg space policy number and send it to 567-6727.
All right.
Please uh this is a note that this is not for unit link policy.
Yeah, of course I got that.
Is there anything else?
No thank you. That should be all maybe you can ease out with your registration processes.","['welcome', 'life', 'kyle', 'help', 'want', 'know', 'check', 'phone', 'value', 'policy', 'child_insurance', 'sorry', 'specific', 'child_insurance', 'look', 'young', 'star', 'super', 'premium', 'know', 'policy_number', 'craig', 'policy_number', 'moment', 'check', 'fund', 'value', 'policy', 'policy', 'summary', 'section', 'account', 'register', 'online', 'facility', 'registration_process', 'insurance', 'resident', 'procedure', 'easy', 'time', 'registration_process', 'post', 'continuous', 'update', 'fine', 'register', 'service', 'type', 'space', 'policy_number', 'send', 'right', 'note', 'unit', 'link', 'policy', 'course', 'maybe', 'ease', 'registration_process']"

1736972733,"Graph noon AGC life customer care. This is Alex how may I help you today.
Oh Hello, Oh, I have a history of sea life, Azure Pension plan that comes under the unit link plan. Currently, I didn't have enabled the any online thing and one more thing before going to that. I wanted to know how the premium and benefit I will get.
OK, ma'am, uh please. Can I have your policy number and name for that.
Like 1234 and my name is now.
OK, just give me one minute mom, yeah sure.
So far, premiums I cannot help you uh like you'll have to contact your agent to know anything about premium an uh.
Yard uh benefits your agent will tell you about that. But like uh for this thing up for your a pension plan online portal. I can activate your online portal.
OK, OK don't you know that usually people. Uh don't you deal with any people uh how they will take the premiums and all.
Man, I am not handling that you call your agent for that. I'm here to solve other problems.
OK then you will need to change the any other agent to talk with right how you will there.
Mommy want online or not.
You need to enable that.
Do you want me to enable that for you?
That's the only thing I can help with.
Should I enable?
OK, just give me one minute.","['graph', 'noon', 'life', 'customer', 'care', 'help', 'today', 'hello', 'history', 'life', 'azure', 'pension_plan', 'come', 'unit', 'link', 'plan', 'currently', 'enable', 'online', 'thing', 'thing', 'want', 'know', 'premium', 'benefit', 'policy', 'number', 'minute', 'premium', 'help', 'contact', 'agent', 'know', 'premium', 'yard', 'benefit', 'agent', 'thing', 'pension_plan', 'online_portal', 'activate', 'online_portal', 'know', 'usually', 'people_uh', 'deal', 'people_uh', 'premium', 'handle', 'agent', 'solve', 'problem', 'need', 'change', 'agent', 'talk', 'right', 'mommy', 'want', 'online', 'need', 'enable', 'want', 'enable', 'thing', 'help', 'enable', 'minute']"

1745604191,"Oh hello this is Angel Good Morning? How may I help you.
Hello this is Albert Uh, I signed up for a term insurance policy with HDFC and I have a I had to have a medical examination done at my home. I started fasting last night at 7:30 PM went to bed hungry and drank tons of water was ready for my appointment, the next morning at 7:30.
It's going to be 8 and nobody shows I call my health examiner and no answer from him.
I leave a message stating that I will wait only for 15 more minutes and then I'll eat breakfast. Sorry Sir for that inconvenience.
Uh.
Did you call him one more time or who? Is it responding or Watt?
No, no, I uh I started to feel sick and like I called him again. But he did not reply. No calls nothing I called again, but no answer.
OK, sorry for inconvenience, sometimes it won't be reaches us due to their network problems. Also, it maybe sometimes it causes or is it then what about the doctor? Why did he not show up?
So how come you know about doctor. We're here to help any policy. It's just not about the doctor and everything? How you called call isn't what you're asking? How are you speaking to me like that?
Uh sorry said I can't help you anything about this issue or do you have any issues hello hello woo?
Like What is this?
I can't help you in the uh place or do you have anything other than things know What is this you have to solve this issue? Thank you for calling it checks you have your nice day.","['hello', 'angel', 'good', 'help', 'hello', 'albert', 'sign', 'term', 'insurance', 'policy', 'medical', 'examination', 'home', 'start', 'fast', 'night', 'hungry', 'drank', 'water', 'ready', 'appointment', 'health', 'examiner', 'answer', 'leave', 'message', 'state', 'wait', 'minute', 'breakfast', 'sorry', 'inconvenience', 'time', 'respond', 'watt', 'start', 'feel', 'sick', 'reply', 'answer', 'sorry', 'inconvenience', 'reach', 'network', 'problem', 'maybe', 'cause', 'doctor', 'come', 'know', 'doctor', 'help', 'policy', 'doctor', 'speak', 'sorry', 'help', 'issue', 'issue', 'hello', 'hello', 'help', 'place', 'thing', 'know', 'solve', 'issue', 'check', 'nice']"

1749907523,"Good afternoon welcome to HDFC Life Insurance? How can I help you today?
Good afternoon, I would like to know the history of Co cancer care plan could you give us some information about that?
Show me a May I please know you are a full name and mobile number please.
My name is Alexa and my Phone number is 1234.
OK, ma'am, so as to the cancer care plan man you'll get a discounted premium for hire some insured and uh you won't be required to give any medical for this.
And also you have 3 plants to choose from silver, gold and premium within a more or less. The features would be the same just the premium and payout amount will uh would differ from uh from each based on the plan.
